Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
SMTX,SMTC Corporation,2.37,$40.51M,2000.0,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx,
SRAX,"Social Reality, Inc.",4.61,$47.08M,,Technology,Advertising,https://www.nasdaq.com/symbol/srax,
SCKT,"Socket Mobile, Inc.",2.84,$16.7M,,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/sckt,
SODA,SodaStream International Ltd.,87.83,$1.99B,2010.0,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/soda,
SOHU,Sohu.com Inc.,33.96,$1.32B,,Technology,EDP Services,https://www.nasdaq.com/symbol/sohu,
SLRC,Solar Capital Ltd.,20.6,$870.57M,2010.0,,,https://www.nasdaq.com/symbol/slrc,
SUNS,Solar Senior Capital Ltd.,16.9,$271.08M,,,,https://www.nasdaq.com/symbol/suns,
SEDG,"SolarEdge Technologies, Inc.",54.6,$2.45B,2015.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg,
SLNO,"Soleno Therapeutics, Inc.",1.5819999999999999,$31.27M,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slno,
SLNOW,"Soleno Therapeutics, Inc.",0.1992,,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slnow,
SLGL,Sol-Gel Technologies Ltd.,9.02,$170.68M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/slgl,
SLDB,Solid Biosciences Inc.,18.87,$669.45M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sldb,
SNGX,"Soligenix, Inc.",1.66,$14.51M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngx,
SNGXW,"Soligenix, Inc.",0.5888,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngxw,
SONC,Sonic Corp.,25.35,$941.88M,1991.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sonc,
SOFO,"Sonic Foundry, Inc.",2.29,$10.75M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sofo,
SNOA,"Sonoma Pharmaceuticals, Inc.",3.81,$23.51M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoa,
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.3011,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoaw,
SPHS,"Sophiris Bio, Inc.",2.86,$86.12M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sphs,
SORL,"SORL Auto Parts, Inc.",4.65,$89.77M,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sorl,
SRNE,"Sorrento Therapeutics, Inc.",6.45,$598.71M,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/srne,
SOHO,Sotherly Hotels Inc.,6.79,$95.88M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/soho,
SOHOB,Sotherly Hotels Inc.,24.9317,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohob,
SOHOO,Sotherly Hotels Inc.,24.8009,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohoo,
SOHOK,Sotherly Hotels LP,25.655,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohok,
SFBC,"Sound Financial Bancorp, Inc.",37.55,$94.79M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sfbc,
SSB,South State Corporation,87.45,$3.22B,,Finance,Major Banks,https://www.nasdaq.com/symbol/ssb,
SFST,"Southern First Bancshares, Inc.",46.5,$343.25M,,Finance,Major Banks,https://www.nasdaq.com/symbol/sfst,
SMBC,"Southern Missouri Bancorp, Inc.",34.4,$309.36M,,Finance,Banks,https://www.nasdaq.com/symbol/smbc,
SONA,"Southern National Bancorp of Virginia, Inc.",16.98,$408.04M,,Finance,Major Banks,https://www.nasdaq.com/symbol/sona,
SBSI,"Southside Bancshares, Inc.",32.68,$1.15B,,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi,
SP,SP Plus Corporation,36.2,$819.45M,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/sp,
SGRP,"SPAR Group, Inc.",1.24,$25.51M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sgrp,
SPKE,"Spark Energy, Inc.",11.95,$413.75M,2014.0,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spke,
SPKEP,"Spark Energy, Inc.",23.56,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spkep,
ONCE,"Spark Therapeutics, Inc.",70.67,$2.63B,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/once,
SPAR,"Spartan Motors, Inc.",17.15,$601.79M,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/spar,
SPTN,SpartanNash Company,17.35,$626.91M,,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/sptn,
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,24.4,$164.09M,,,,https://www.nasdaq.com/symbol/dwfi,
SPPI,"Spectrum Pharmaceuticals, Inc.",16.42,$1.69B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sppi,
SPRO,"Spero Therapeutics, Inc.",12.4,$178.18M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/spro,
ANY,Sphere 3D Corp.,0.4731,$6.27M,,Technology,EDP Services,https://www.nasdaq.com/symbol/any,
SPEX,Spherix Incorporated,1.0498,$6.61M,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/spex,
SPI,"SPI Energy Co., Ltd.",0.4912,$35.62M,,Technology,Semiconductors,https://www.nasdaq.com/symbol/spi,
SAVE,"Spirit Airlines, Inc.",36.39,$2.48B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save,
STXB,"Spirit of Texas Bancshares, Inc.",21.85,,,,,https://www.nasdaq.com/symbol/stxb,
SPLK,Splunk Inc.,107.25,$15.55B,2012.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk,
SPOK,"Spok Holdings, Inc.",14.5,$288.18M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/spok,
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",4.95,$210.96M,2014.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/spwh,
SBPH,"Spring Bank Pharmaceuticals, Inc.",14.3,$188.51M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph,
FUND,"Sprott Focus Trust, Inc.",7.71,$191.79M,,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/fund,
SFM,"Sprouts Farmers Market, Inc.",21.66,$2.88B,2013.0,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfm,
SPSC,"SPS Commerce, Inc.",71.22,$1.22B,2010.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spsc,
SSNC,"SS&C Technologies Holdings, Inc.",48.26,$10.03B,2010.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc,
SSLJ,SSLJ.com Limited,4.25,$187M,2018.0,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/sslj,
SSRM,SSR Mining Inc.,10.27,$1.23B,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ssrm,
STAA,STAAR Surgical Company,22.4,$932.12M,,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa,
STAF,"Staffing 360 Solutions, Inc.",1.65,$6.79M,1996.0,Technology,Professional Services,https://www.nasdaq.com/symbol/staf,
STMP,Stamps.com Inc.,237.3,$4.17B,1999.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp,
SBLK,Star Bulk Carriers Corp.,12.64,$810.98M,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblk,
SBLKZ,Star Bulk Carriers Corp.,25.01,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sblkz,
SBUX,Starbucks Corporation,57.68,$79.6B,1992.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sbux,
STFC,State Auto Financial Corporation,31.53,$1.35B,1991.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/stfc,
STBZ,State Bank Financial Corporation.,32.51,$1.27B,,Finance,Major Banks,https://www.nasdaq.com/symbol/stbz,
STDY,SteadyMed Ltd.,4.55,$120.95M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stdy,
GASS,"StealthGas, Inc.",4.08,$162.63M,2005.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gass,
STCN,"Steel Connect, Inc.",1.93,$116.2M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stcn,
STLD,"Steel Dynamics, Inc.",46.18,$10.91B,1996.0,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/stld,
SMRT,"Stein Mart, Inc.",2.6,$124.74M,1992.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/smrt,
STLR,Stellar Acquisition III Inc.,10.3,$92.8M,2016.0,Technology,EDP Services,https://www.nasdaq.com/symbol/stlr,
STLRU,Stellar Acquisition III Inc.,10.7,,2016.0,Technology,EDP Services,https://www.nasdaq.com/symbol/stlru,
STLRW,Stellar Acquisition III Inc.,0.45,,2016.0,Technology,EDP Services,https://www.nasdaq.com/symbol/stlrw,
SBOT,"Stellar Biotechnologies, Inc.",0.72,$7.57M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbot,
STML,"Stemline Therapeutics, Inc.",18.35,$554.74M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stml,
SRCL,"Stericycle, Inc.",63.84,$5.46B,1996.0,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srcl,
SRCLP,"Stericycle, Inc.",49.15,,,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/srclp,
SBT,"Sterling Bancorp, Inc.",13.25,$702.29M,2017.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sbt,
STRL,Sterling Construction Company Inc,11.35,$306.84M,,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/strl,
SHOO,"Steven Madden, Ltd.",48.4,$2.83B,1993.0,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/shoo,
SSFN,Stewardship Financial Corp,12.1,$104.97M,,Finance,Major Banks,https://www.nasdaq.com/symbol/ssfn,
SFIX,"Stitch Fix, Inc.",22.95,$2.23B,2017.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/sfix,
SYBT,"Stock Yards Bancorp, Inc.",37.85,$860.33M,,Finance,Major Banks,https://www.nasdaq.com/symbol/sybt,
BANX,StoneCastle Financial Corp,21.61,$141.38M,,,,https://www.nasdaq.com/symbol/banx,
SSKN,"Strata Skin Sciences, Inc.",1.42,$6.79M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sskn,
SSYS,"Stratasys, Ltd.",17.97,$963.98M,1994.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ssys,
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,23.8626,,,,,https://www.nasdaq.com/symbol/hndl,
STRT,Strattec Security Corporation,33.0,$122.24M,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt,
STRS,Stratus Properties Inc.,30.9,$251.33M,,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/strs,
STRA,"Strayer Education, Inc.",105.65,$1.18B,1996.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stra,
STRM,"Streamline Health Solutions, Inc.",1.47,$29.38M,,Technology,EDP Services,https://www.nasdaq.com/symbol/strm,
SBBP,Strongbridge Biopharma plc,7.9,$359.7M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbbp,
SUMR,"Summer Infant, Inc.",0.768,$14.31M,,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sumr,
SMMF,"Summit Financial Group, Inc.",25.85,$319.67M,,Finance,Major Banks,https://www.nasdaq.com/symbol/smmf,
SSBI,Summit State Bank,14.95,$90.32M,2006.0,,,https://www.nasdaq.com/symbol/ssbi,
SMMT,Summit Therapeutics plc,13.74,$225.31M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/smmt,
SNHY,Sun Hydraulics Corporation,49.1,$1.55B,1997.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/snhy,
SNDE,Sundance Energy Australia Limited,4.5,$61.99M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snde,
SNSS,"Sunesis Pharmaceuticals, Inc.",2.77,$95.21M,2005.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snss,
STKL,"SunOpta, Inc.",6.85,$595.01M,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/stkl,
SPWR,SunPower Corporation,8.1,$1.14B,2005.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/spwr,
RUN,Sunrun Inc.,8.98,$976.91M,2015.0,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/run,
SUNW,"Sunworks, Inc.",1.01,$23.38M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/sunw,
SMCI,"Super Micro Computer, Inc.",21.25,$1.03B,2007.0,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/smci,
SPCB,"SuperCom, Ltd.",2.47,$36.9M,,Technology,Semiconductors,https://www.nasdaq.com/symbol/spcb,
SCON,Superconductor Technologies Inc.,0.93,$11.1M,1993.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/scon,
SGC,"Superior Uniform Group, Inc.",25.03,$378.84M,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sgc,
SUPN,"Supernus Pharmaceuticals, Inc.",45.85,$2.37B,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/supn,
SPRT,"support.com, Inc.",2.81,$52.63M,2000.0,Technology,EDP Services,https://www.nasdaq.com/symbol/sprt,
SURF,"Surface Oncology, Inc.",13.89,$383.33M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/surf,
SGRY,"Surgery Partners, Inc.",16.1,$792.88M,2015.0,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sgry,
SRDX,"Surmodics, Inc.",41.45,$547M,1998.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srdx,
SIVB,SVB Financial Group,305.82,$16.17B,,Finance,Major Banks,https://www.nasdaq.com/symbol/sivb,
SYKE,"Sykes Enterprises, Incorporated",28.27,$1.2B,1996.0,Technology,EDP Services,https://www.nasdaq.com/symbol/syke,
SYMC,Symantec Corporation,27.84,$17.3B,1989.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/symc,
SYNC,"Synacor, Inc.",1.8,$69.83M,2012.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sync,
SYNL,Synalloy Corporation,18.3,$160.26M,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/synl,
SYNA,Synaptics Incorporated,44.55,$1.54B,2002.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/syna,
SNCR,"Synchronoss Technologies, Inc.",10.47,$497.48M,2006.0,Technology,EDP Services,https://www.nasdaq.com/symbol/sncr,
SNDX,"Syndax Pharmaceuticals, Inc.",10.51,$259.58M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sndx,
SYNH,"Syneos Health, Inc.",39.85,$4.14B,2014.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/synh,
SGYP,"Synergy Pharmaceuticals, Inc.",1.62,$399.7M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sgyp,
SYBX,"Synlogic, Inc.",13.23,$336.71M,2015.0,,,https://www.nasdaq.com/symbol/sybx,
SNPS,"Synopsys, Inc.",87.72,$13.05B,1992.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/snps,
SYNT,"Syntel, Inc.",29.35,$2.46B,1997.0,Technology,EDP Services,https://www.nasdaq.com/symbol/synt,
SES,"Synthesis Energy Systems, Inc.",3.27,$35.9M,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ses,
SYPR,"Sypris Solutions, Inc.",1.44,$30.85M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sypr,
SYRS,"Syros Pharmaceuticals, Inc.",11.58,$376.14M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syrs,
TROW,"T. Rowe Price Group, Inc.",111.97,$27.11B,1986.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/trow,
TTOO,"T2 Biosystems, Inc.",6.38,$246.56M,2014.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ttoo,
TRHC,"Tabula Rasa HealthCare, Inc.",42.83,$857.18M,2016.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/trhc,
TCMD,"Tactile Systems Technology, Inc.",36.02,$649.56M,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd,
TAIT,Taitron Components Incorporated,1.44,$8.02M,1995.0,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tait,
TTWO,"Take-Two Interactive Software, Inc.",108.76,$12.44B,1997.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ttwo,
TLND,Talend S.A.,54.65,$1.61B,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd,
TNDM,"Tandem Diabetes Care, Inc.",8.1,$405.55M,2013.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tndm,
TLF,"Tandy Leather Factory, Inc.",7.25,$66.81M,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tlf,
TANH,Tantech Holdings Ltd.,3.11,$89.27M,2015.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tanh,
TPIV,TapImmune Inc.,2.91,$30.92M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tpiv,
TEDU,"Tarena International, Inc.",10.01,$562.72M,2014.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu,
TATT,TAT Technologies Ltd.,8.15,$72.11M,,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tatt,
TAYD,"Taylor Devices, Inc.",9.95,$34.44M,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tayd,
CGBD,"TCG BDC, Inc.",17.6,$1.1B,2017.0,,,https://www.nasdaq.com/symbol/cgbd,
TCPC,TCP Capital Corp.,14.55,$856.23M,2012.0,,,https://www.nasdaq.com/symbol/tcpc,
AMTD,TD Ameritrade Holding Corporation,59.14,$33.55B,1997.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd,
PETZ,"TDH Holdings, Inc.",3.67,$33.86M,2017.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/petz,
TECD,Tech Data Corporation,77.63,$2.97B,1986.0,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd,
TCCO,Technical Communications Corporation,4.95,$9.15M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco,
TTGT,"TechTarget, Inc.",21.15,$581.57M,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt,
TGLS,Tecnoglass Inc.,8.5352,$297.34M,2012.0,Consumer Durables,Electronic Components,https://www.nasdaq.com/symbol/tgls,
TGEN,Tecogen Inc.,3.45,$85.61M,2014.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen,
TNAV,"Telenav, Inc.",5.25,$233.9M,2010.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnav,
TLGT,"Teligent, Inc.",2.96,$158.35M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlgt,
TELL,Tellurian Inc.,9.85,$2.25B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell,
TENX,"Tenax Therapeutics, Inc.",6.45,$9.38M,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/tenx,
TERP,"TerraForm Power, Inc.",10.97,$1.62B,2014.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/terp,
TBNK,Territorial Bancorp Inc.,30.49,$296.78M,2009.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tbnk,
TSRO,"TESARO, Inc.",49.96,$2.74B,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tsro,
TSLA,"Tesla, Inc. ",294.09,$49.93B,2010.0,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tsla,
TESS,TESSCO Technologies Incorporated,17.35,$145.53M,1994.0,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tess,
TTEK,"Tetra Tech, Inc.",49.8,$2.78B,1991.0,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/ttek,
TTPH,"Tetraphase Pharmaceuticals, Inc.",3.23,$166.76M,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ttph,
TCBI,"Texas Capital Bancshares, Inc.",98.15,$4.88B,2003.0,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbi,
TCBIL,"Texas Capital Bancshares, Inc.",25.6126,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbil,
TCBIP,"Texas Capital Bancshares, Inc.",25.42,$152.52M,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbip,
TCBIW,"Texas Capital Bancshares, Inc.",77.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbiw,
TXN,Texas Instruments Incorporated,104.69,$102.78B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn,
TXRH,"Texas Roadhouse, Inc.",63.1,$4.51B,2004.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/txrh,
TFSL,TFS Financial Corporation,15.17,$4.26B,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tfsl,
TGTX,"TG Therapeutics, Inc.",13.25,$1B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx,
ANDE,"The Andersons, Inc.",33.1,$942.59M,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande,
TBBK,"The Bancorp, Inc.",10.4,$584.55M,,Finance,Major Banks,https://www.nasdaq.com/symbol/tbbk,
BPRN,The Bank of Princeton,33.615,$221.13M,,,,https://www.nasdaq.com/symbol/bprn,
CG,The Carlyle Group L.P.,21.45,$7.19B,2012.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg,
